Date,Region,Product,Units_Sold,Unit_Price,Total_Sales
2023-08-14,South,Product C,29,494.59,14343.11
2023-08-15,West,Product A,21,207.44,4356.24
2023-08-15,East,Product D,16,376.51,6024.16
2023-08-15,East,Product A,86,292.65,25167.9
2023-08-16,East,Product B,17,152.34,2589.78
2023-08-16,West,Product C,61,324.15,19773.15
2023-08-16,West,Product B,43,447.52,19243.36
2023-08-16,East,Product B,97,224.4,21766.8
2023-08-16,West,Product E,71,469.69,33347.99
2023-08-16,South,Product C,44,99.18,4363.92
2023-08-16,Central,Product A,66,330.78,21831.48
2023-08-17,West,Product E,77,425.74,32781.98
2023-08-17,East,Product D,32,165.57,5298.24
2023-08-17,North,Product E,88,381.24,33549.12
2023-08-17,South,Product E,64,123.16,7882.24
2023-08-17,East,Product D,2,420.71,841.42
2023-08-17,North,Product A,23,112.22,2581.06
2023-08-18,West,Product E,48,177.53,8521.44
2023-08-18,Central,Product A,56,152.5,8540.0
2023-08-18,West,Product C,80,280.71,22456.8
2023-08-18,West,Product D,87,444.47,38668.89
2023-08-19,South,Product E,48,328.26,15756.48
2023-08-19,South,Product C,34,473.18,16088.12
2023-08-19,West,Product D,22,176.57,3884.54
2023-08-19,West,Product A,83,487.44,40457.52
2023-08-20,West,Product A,27,432.29,11671.83
2023-08-20,West,Product E,93,67.54,6281.22
2023-08-20,South,Product D,76,115.2,8755.2
2023-08-20,North,Product E,78,420.09,32767.02
2023-08-21,Central,Product E,55,186.85,10276.75
2023-08-21,East,Product D,92,108.88,10016.96
2023-08-21,North,Product E,14,441.68,6183.52
2023-08-21,North,Product E,84,347.6,29198.4
2023-08-21,North,Product B,92,341.22,31392.24
2023-08-21,East,Product E,23,411.85,9472.55
2023-08-21,South,Product C,90,356.82,32113.8
2023-08-21,South,Product D,10,55.7,557.0
2023-08-22,East,Product E,43,341.68,14692.24
2023-08-22,South,Product D,64,405.03,25921.92
2023-08-23,East,Product A,13,199.26,2590.38
2023-08-23,West,Product A,26,387.51,10075.26
2023-08-24,South,Product B,77,189.97,14627.69
2023-08-24,West,Product C,43,384.5,16533.5
2023-08-24,West,Product A,20,344.65,6893.0
2023-08-24,South,Product E,86,432.11,37161.46
2023-08-24,Central,Product C,56,160.0,8960.0
2023-08-25,North,Product D,75,204.99,15374.25
2023-08-25,South,Product C,3,398.84,1196.52
2023-08-25,South,Product E,17,398.16,6768.72
2023-08-25,West,Product D,62,364.01,22568.62
2023-08-25,South,Product B,49,196.16,9611.84
2023-08-26,West,Product B,77,478.6,36852.2
2023-08-27,East,Product E,45,143.49,6457.05
2023-08-27,West,Product D,78,280.91,21910.98
2023-08-27,West,Product A,92,236.68,21774.56
2023-08-27,North,Product A,15,443.11,6646.65
2023-08-28,North,Product A,24,194.0,4656.0
2023-08-28,West,Product D,97,257.31,24959.07
2023-08-28,South,Product C,55,130.91,7200.05
2023-08-28,West,Product C,40,416.31,16652.4
2023-08-28,South,Product C,29,339.32,9840.28
2023-08-29,North,Product C,31,289.47,8973.57
2023-08-29,East,Product E,60,418.06,25083.6
2023-08-29,Central,Product E,35,393.28,13764.8
2023-08-29,Central,Product A,80,140.77,11261.6
2023-08-30,West,Product E,57,154.84,8825.88
2023-08-30,West,Product D,97,327.24,31742.28
2023-08-30,East,Product A,17,107.17,1821.89
2023-08-30,Central,Product D,15,94.32,1414.8
2023-08-30,West,Product A,90,324.79,29231.1
2023-08-31,North,Product E,88,129.74,11417.12
2023-08-31,South,Product C,78,107.34,8372.52
2023-08-31,South,Product B,9,287.28,2585.52
2023-08-31,East,Product B,88,434.57,38242.16
2023-08-31,North,Product C,99,414.53,41038.47
2023-08-31,East,Product A,73,464.96,33942.08
2023-08-31,West,Product B,25,499.38,12484.5
2023-09-01,Central,Product C,78,288.43,22497.54
2023-09-01,East,Product E,70,90.14,6309.8
2023-09-01,West,Product C,13,75.04,975.52
2023-09-02,East,Product D,69,197.19,13606.11
2023-09-02,North,Product D,86,468.86,40321.96
2023-09-02,North,Product B,89,355.57,31645.73
2023-09-02,Central,Product B,9,466.08,4194.72
2023-09-02,Central,Product B,32,300.57,9618.24
2023-09-02,East,Product E,60,197.24,11834.4
2023-09-02,South,Product C,37,278.01,10286.37
2023-09-03,South,Product B,44,275.34,12114.96
2023-09-03,West,Product D,5,72.25,361.25
2023-09-03,East,Product A,25,237.67,5941.75
2023-09-03,West,Product B,84,192.63,16180.92
2023-09-03,South,Product A,9,400.54,3604.86
2023-09-04,West,Product E,36,300.63,10822.68
2023-09-04,Central,Product C,37,279.05,10324.85
2023-09-04,North,Product A,55,242.85,13356.75
2023-09-04,Central,Product D,33,156.06,5149.98
2023-09-05,South,Product B,44,484.26,21307.44
2023-09-05,North,Product D,50,455.83,22791.5
2023-09-05,North,Product A,65,228.94,14881.1
2023-09-05,North,Product B,75,244.89,18366.75
2023-09-05,South,Product B,68,134.68,9158.24
2023-09-05,West,Product D,51,217.16,11075.16
2023-09-05,South,Product A,24,91.06,2185.44
2023-09-05,South,Product C,97,163.32,15842.04
2023-09-06,South,Product A,22,202.52,4455.44
2023-09-06,South,Product A,11,414.1,4555.1
2023-09-06,West,Product A,76,150.57,11443.32
2023-09-06,West,Product A,85,148.68,12637.8
2023-09-07,East,Product D,51,282.53,14409.03
2023-09-07,East,Product D,62,228.85,14188.7
2023-09-07,Central,Product D,32,226.28,7240.96
2023-09-07,East,Product E,84,326.59,27433.56
2023-09-07,North,Product E,74,446.34,33029.16
2023-09-08,Central,Product E,43,153.02,6579.86
2023-09-08,Central,Product A,84,398.14,33443.76
2023-09-08,North,Product A,44,72.47,3188.68
2023-09-08,West,Product B,90,225.99,20339.1
2023-09-08,South,Product E,38,74.0,2812.0
2023-09-08,East,Product A,88,151.28,13312.64
2023-09-09,Central,Product C,16,64.77,1036.32
2023-09-09,Central,Product B,71,295.57,20985.47
2023-09-10,South,Product C,74,61.16,4525.84
2023-09-10,East,Product C,10,367.48,3674.8
2023-09-10,South,Product A,8,476.62,3812.96
2023-09-10,East,Product C,97,435.02,42196.94
2023-09-10,South,Product B,90,134.34,12090.6
2023-09-10,West,Product C,18,149.57,2692.26
2023-09-10,Central,Product C,46,108.7,5000.2
2023-09-10,East,Product D,31,468.5,14523.5
2023-09-11,South,Product E,91,201.37,18324.67
2023-09-11,Central,Product D,38,263.21,10001.98
2023-09-11,Central,Product C,57,277.14,15796.98
2023-09-12,Central,Product C,75,193.41,14505.75
2023-09-12,South,Product C,76,296.21,22511.96
2023-09-12,South,Product D,69,160.03,11042.07
2023-09-12,East,Product E,67,281.14,18836.38
2023-09-12,Central,Product A,25,189.57,4739.25
2023-09-12,East,Product B,26,51.97,1351.22
2023-09-12,East,Product D,89,331.63,29515.07
2023-09-12,South,Product A,98,405.44,39733.12
2023-09-13,East,Product D,31,74.48,2308.88
2023-09-13,South,Product B,30,138.95,4168.5
2023-09-13,South,Product D,89,407.88,36301.32
2023-09-13,East,Product B,43,275.47,11845.21
2023-09-14,East,Product E,51,113.15,5770.65
2023-09-14,South,Product C,94,254.73,23944.62
2023-09-14,North,Product E,23,111.51,2564.73
2023-09-15,South,Product A,33,138.63,4574.79
2023-09-15,North,Product A,18,329.25,5926.5
2023-09-15,West,Product D,82,474.17,38881.94
2023-09-15,West,Product B,57,140.76,8023.32
2023-09-15,East,Product B,4,205.2,820.8
2023-09-16,West,Product E,25,129.67,3241.75
2023-09-16,East,Product C,13,195.75,2544.75
2023-09-16,South,Product A,17,346.73,5894.41
2023-09-16,East,Product D,5,245.18,1225.9
2023-09-16,Central,Product C,32,452.94,14494.08
2023-09-16,North,Product C,7,179.55,1256.85
2023-09-17,North,Product A,37,238.16,8811.92
2023-09-17,West,Product C,37,172.6,6386.2
2023-09-17,South,Product B,31,378.36,11729.16
2023-09-17,Central,Product A,20,403.84,8076.8
2023-09-17,West,Product C,36,448.01,16128.36
2023-09-18,South,Product E,74,182.8,13527.2
2023-09-19,South,Product C,40,486.98,19479.2
2023-09-19,North,Product A,62,202.54,12557.48
2023-09-19,East,Product E,22,182.46,4014.12
2023-09-19,West,Product D,87,222.4,19348.8
2023-09-20,North,Product C,34,69.36,2358.24
2023-09-20,South,Product E,97,407.78,39554.66
2023-09-20,Central,Product C,51,450.36,22968.36
2023-09-20,South,Product D,92,112.96,10392.32
2023-09-20,West,Product B,61,123.18,7513.98
2023-09-20,South,Product D,48,338.67,16256.16
2023-09-20,Central,Product D,58,124.13,7199.54
2023-09-20,North,Product A,58,378.36,21944.88
2023-09-21,South,Product A,74,397.01,29378.74
2023-09-21,East,Product E,80,468.1,37448.0
2023-09-21,North,Product D,34,430.75,14645.5
2023-09-21,West,Product D,72,166.5,11988.0
2023-09-21,West,Product E,20,307.44,6148.8
2023-09-21,Central,Product E,12,205.68,2468.16
2023-09-21,West,Product E,86,82.84,7124.24
2023-09-22,West,Product A,27,426.01,11502.27
2023-09-22,East,Product C,54,183.87,9928.98
2023-09-22,East,Product B,44,448.95,19753.8
2023-09-22,East,Product B,56,466.95,26149.2
2023-09-22,West,Product E,39,473.57,18469.23
2023-09-22,West,Product E,56,288.61,16162.16
2023-09-23,Central,Product E,44,248.97,10954.68
2023-09-23,South,Product B,32,201.52,6448.64
2023-09-23,East,Product C,22,263.86,5804.92
2023-09-24,East,Product C,97,397.31,38539.07
2023-09-24,North,Product D,64,222.27,14225.28
2023-09-24,Central,Product B,92,213.89,19677.88
2023-09-24,East,Product B,88,350.42,30836.96
2023-09-24,Central,Product E,79,94.45,7461.55
2023-09-25,West,Product C,68,55.02,3741.36
2023-09-25,Central,Product C,73,198.01,14454.73
2023-09-25,West,Product B,97,154.73,15008.81
2023-09-25,Central,Product D,54,477.77,25799.58
2023-09-26,South,Product E,60,149.69,8981.4
2023-09-26,East,Product D,66,217.31,14342.46
2023-09-26,South,Product A,44,173.74,7644.56
2023-09-26,East,Product D,32,415.9,13308.8
2023-09-26,South,Product D,10,198.22,1982.2
2023-09-26,Central,Product B,1,279.38,279.38
2023-09-26,South,Product E,14,366.85,5135.9
2023-09-27,West,Product D,3,229.78,689.34
2023-09-27,North,Product B,34,266.57,9063.38
2023-09-27,East,Product A,8,372.41,2979.28
2023-09-28,East,Product A,46,315.02,14490.92
2023-09-29,Central,Product B,82,359.12,29447.84
2023-09-29,South,Product A,82,178.78,14659.96
2023-09-29,South,Product C,6,498.53,2991.18
2023-09-29,East,Product B,56,158.1,8853.6
2023-09-30,South,Product E,59,173.36,10228.24
2023-09-30,North,Product C,88,464.94,40914.72
2023-09-30,South,Product A,43,97.05,4173.15
2023-09-30,North,Product B,18,454.2,8175.6
2023-10-01,North,Product A,85,97.74,8307.9
2023-10-01,South,Product A,73,378.01,27594.73
2023-10-01,Central,Product B,69,264.56,18254.64
2023-10-01,West,Product A,89,263.47,23448.83
2023-10-01,West,Product C,58,96.16,5577.28
2023-10-01,East,Product C,11,167.54,1842.94
2023-10-01,West,Product A,37,325.84,12056.08
2023-10-02,Central,Product B,59,411.15,24257.85
2023-10-02,East,Product B,48,94.4,4531.2
2023-10-02,North,Product D,63,393.63,24798.69
2023-10-02,South,Product E,43,280.19,12048.17
2023-10-02,North,Product A,86,83.28,7162.08
2023-10-03,South,Product E,3,218.12,654.36
2023-10-03,East,Product C,17,490.32,8335.44
2023-10-03,South,Product D,22,78.77,1732.94
2023-10-04,West,Product B,44,417.3,18361.2
2023-10-04,South,Product D,38,214.27,8142.26
2023-10-04,Central,Product B,9,239.62,2156.58
2023-10-05,West,Product E,43,266.76,11470.68
2023-10-05,Central,Product A,74,201.34,14899.16
2023-10-06,West,Product D,77,406.81,31324.37
2023-10-06,North,Product A,82,149.51,12259.82
2023-10-06,South,Product A,70,243.24,17026.8
2023-10-06,East,Product E,49,86.53,4239.97
2023-10-06,West,Product C,76,285.92,21729.92
2023-10-07,North,Product B,53,263.99,13991.47
2023-10-07,Central,Product B,74,431.31,31916.94
2023-10-07,North,Product E,49,69.05,3383.45
2023-10-08,South,Product E,48,226.74,10883.52
2023-10-08,South,Product E,83,281.73,23383.59
2023-10-08,South,Product C,22,146.21,3216.62
2023-10-08,East,Product B,86,283.78,24405.08
2023-10-08,South,Product D,67,369.47,24754.49
2023-10-08,North,Product E,48,478.9,22987.2
2023-10-08,Central,Product A,74,460.06,34044.44
2023-10-08,South,Product D,5,122.03,610.15
2023-10-09,West,Product E,42,401.9,16879.8
2023-10-09,South,Product D,88,443.53,39030.64
2023-10-09,South,Product D,49,307.34,15059.66
2023-10-10,East,Product A,19,338.99,6440.81
2023-10-10,Central,Product B,36,431.46,15532.56
2023-10-10,South,Product C,55,288.84,15886.2
2023-10-11,Central,Product B,6,233.54,1401.24
2023-10-11,Central,Product D,7,73.84,516.88
2023-10-11,South,Product D,18,438.2,7887.6
2023-10-11,East,Product E,54,353.39,19083.06
2023-10-11,South,Product C,37,92.0,3404.0
2023-10-11,West,Product A,71,416.29,29556.59
2023-10-11,South,Product E,85,137.18,11660.3
2023-10-12,West,Product E,2,290.12,580.24
2023-10-12,North,Product A,81,89.74,7268.94
2023-10-12,South,Product C,40,203.41,8136.4
2023-10-12,East,Product B,61,317.91,19392.51
2023-10-12,South,Product E,78,116.77,9108.06
2023-10-13,South,Product E,14,309.61,4334.54
2023-10-13,Central,Product D,11,146.78,1614.58
2023-10-14,North,Product B,25,430.23,10755.75
2023-10-14,North,Product E,91,479.7,43652.7
2023-10-15,South,Product B,13,83.01,1079.13
2023-10-15,East,Product D,81,152.63,12363.03
2023-10-15,North,Product E,83,384.68,31928.44
2023-10-15,North,Product C,25,238.73,5968.25
2023-10-15,North,Product D,67,315.77,21156.59
2023-10-15,Central,Product B,11,442.23,4864.53
2023-10-16,Central,Product C,7,238.27,1667.89
2023-10-16,South,Product A,57,365.78,20849.46
2023-10-16,West,Product A,98,262.03,25678.94
2023-10-16,North,Product C,15,118.7,1780.5
2023-10-17,East,Product E,44,216.64,9532.16
2023-10-17,West,Product A,80,144.81,11584.8
2023-10-18,Central,Product B,85,219.57,18663.45
2023-10-18,East,Product E,98,394.3,38641.4
2023-10-18,South,Product D,21,102.86,2160.06
2023-10-18,South,Product B,72,204.11,14695.92
2023-10-19,Central,Product B,37,489.42,18108.54
2023-10-19,West,Product C,75,287.91,21593.25
2023-10-19,North,Product D,46,284.29,13077.34
2023-10-19,North,Product B,73,347.51,25368.23
2023-10-19,East,Product A,5,418.94,2094.7
2023-10-20,North,Product D,83,136.76,11351.08
2023-10-20,Central,Product A,10,434.67,4346.7
2023-10-20,North,Product B,81,311.41,25224.21
2023-10-20,South,Product D,38,452.98,17213.24
2023-10-20,East,Product C,12,436.27,5235.24
2023-10-21,South,Product D,10,394.98,3949.8
2023-10-21,Central,Product C,37,272.08,10066.96
2023-10-21,South,Product A,29,473.86,13741.94
2023-10-21,East,Product C,45,200.75,9033.75
2023-10-22,South,Product C,25,414.46,10361.5
2023-10-22,North,Product D,68,376.44,25597.92
2023-10-22,South,Product B,92,208.59,19190.28
2023-10-22,East,Product B,44,188.36,8287.84
2023-10-22,Central,Product C,35,103.07,3607.45
2023-10-23,North,Product D,80,72.18,5774.4
2023-10-23,Central,Product B,52,204.02,10609.04
2023-10-23,West,Product B,66,268.25,17704.5
2023-10-23,East,Product B,31,260.15,8064.65
2023-10-23,West,Product E,88,164.58,14483.04
2023-10-23,North,Product C,41,493.87,20248.67
2023-10-23,West,Product B,3,180.72,542.16
2023-10-23,South,Product A,42,225.82,9484.44
2023-10-23,East,Product E,35,82.18,2876.3
2023-10-23,Central,Product A,46,446.06,20518.76
2023-10-23,South,Product A,84,98.87,8305.08
2023-10-24,East,Product B,49,412.51,20212.99
2023-10-24,North,Product B,39,318.93,12438.27
2023-10-24,North,Product D,16,180.21,2883.36
2023-10-24,South,Product E,15,119.06,1785.9
2023-10-24,East,Product B,4,425.3,1701.2
2023-10-24,South,Product D,92,379.6,34923.2
2023-10-24,North,Product C,54,367.52,19846.08
2023-10-24,North,Product E,55,225.35,12394.25
2023-10-24,East,Product A,38,120.09,4563.42
2023-10-24,North,Product A,70,351.01,24570.7
2023-10-24,East,Product E,44,254.89,11215.16
2023-10-25,South,Product E,33,387.15,12775.95
2023-10-25,East,Product A,97,446.89,43348.33
2023-10-25,South,Product E,50,392.4,19620.0
2023-10-25,South,Product A,96,109.67,10528.32
2023-10-25,East,Product B,32,388.94,12446.08
2023-10-25,West,Product A,95,304.78,28954.1
2023-10-25,Central,Product D,99,117.57,11639.43
2023-10-26,North,Product B,9,168.51,1516.59
2023-10-26,North,Product E,6,464.09,2784.54
2023-10-26,North,Product A,5,418.09,2090.45
2023-10-26,South,Product D,57,142.42,8117.94
2023-10-26,West,Product D,97,489.24,47456.28
2023-10-26,Central,Product B,61,52.4,3196.4
2023-10-27,East,Product B,80,74.27,5941.6
2023-10-27,North,Product C,62,128.46,7964.52
2023-10-27,South,Product E,99,206.59,20452.41
2023-10-27,North,Product D,63,217.58,13707.54
2023-10-28,Central,Product D,68,131.0,8908.0
2023-10-28,North,Product C,24,186.55,4477.2
2023-10-28,West,Product C,80,469.9,37592.0
2023-10-28,South,Product A,7,490.05,3430.35
2023-10-28,North,Product D,7,399.55,2796.85
2023-10-29,West,Product A,77,59.13,4553.01
2023-10-29,East,Product B,76,77.69,5904.44
2023-10-29,East,Product C,33,285.82,9432.06
2023-10-30,Central,Product A,91,421.52,38358.32
2023-10-30,West,Product E,1,221.89,221.89
2023-10-30,West,Product B,62,82.74,5129.88
2023-10-30,South,Product C,19,137.94,2620.86
2023-10-31,Central,Product E,25,143.94,3598.5
2023-10-31,South,Product D,83,52.53,4359.99
2023-10-31,East,Product D,4,117.34,469.36
2023-11-01,South,Product B,93,263.19,24476.67
2023-11-01,Central,Product E,42,55.74,2341.08
2023-11-01,West,Product E,57,278.33,15864.81
2023-11-01,South,Product B,56,157.42,8815.52
2023-11-01,East,Product A,62,373.07,23130.34
2023-11-02,Central,Product A,57,76.37,4353.09
2023-11-03,Central,Product B,58,213.98,12410.84
2023-11-03,South,Product B,51,476.36,24294.36
2023-11-03,North,Product D,77,213.41,16432.57
2023-11-03,North,Product E,23,395.79,9103.17
2023-11-03,North,Product C,79,377.81,29846.99
2023-11-03,Central,Product C,31,280.36,8691.16
2023-11-03,East,Product A,62,124.95,7746.9
2023-11-03,East,Product D,8,171.53,1372.24
2023-11-04,North,Product D,13,135.71,1764.23
2023-11-04,Central,Product D,54,215.53,11638.62
2023-11-04,West,Product A,2,382.47,764.94
2023-11-04,West,Product B,33,436.47,14403.51
2023-11-05,Central,Product A,58,491.62,28513.96
2023-11-05,Central,Product C,10,291.84,2918.4
2023-11-05,South,Product E,26,140.44,3651.44
2023-11-05,Central,Product D,36,252.68,9096.48
2023-11-05,North,Product D,82,478.88,39268.16
2023-11-05,South,Product E,53,174.06,9225.18
2023-11-05,East,Product C,77,248.24,19114.48
2023-11-06,North,Product B,13,475.53,6181.89
2023-11-06,North,Product B,86,372.26,32014.36
2023-11-06,Central,Product D,19,128.55,2442.45
2023-11-07,South,Product D,38,482.98,18353.24
2023-11-07,East,Product C,64,296.78,18993.92
2023-11-07,Central,Product D,59,341.91,20172.69
2023-11-07,South,Product B,97,362.3,35143.1
2023-11-08,East,Product A,33,462.17,15251.61
2023-11-09,West,Product B,63,434.55,27376.65
2023-11-09,North,Product C,33,381.17,12578.61
2023-11-09,North,Product B,75,472.36,35427.0
2023-11-10,Central,Product E,6,272.66,1635.96
2023-11-10,West,Product A,28,339.98,9519.44
2023-11-10,East,Product D,39,287.88,11227.32
2023-11-11,South,Product B,35,79.18,2771.3
2023-11-11,Central,Product B,99,112.45,11132.55
2023-11-11,West,Product E,90,469.07,42216.3
2023-11-11,North,Product C,65,337.83,21958.95
2023-11-12,South,Product C,30,189.43,5682.9
2023-11-12,South,Product D,83,164.15,13624.45
2023-11-12,North,Product A,32,345.27,11048.64
2023-11-12,East,Product E,9,279.18,2512.62
2023-11-13,West,Product B,33,397.62,13121.46
2023-11-13,North,Product B,81,268.73,21767.13
2023-11-13,East,Product B,82,490.33,40207.06
2023-11-13,South,Product B,13,393.26,5112.38
2023-11-13,East,Product B,48,357.24,17147.52
2023-11-14,South,Product C,10,264.48,2644.8
2023-11-14,Central,Product A,32,454.89,14556.48
2023-11-14,North,Product B,82,286.34,23479.88
2023-11-15,West,Product D,26,482.12,12535.12
2023-11-15,South,Product D,45,313.64,14113.8
2023-11-16,South,Product E,84,236.27,19846.68
2023-11-16,West,Product B,12,147.3,1767.6
2023-11-16,West,Product E,89,424.24,37757.36
2023-11-16,South,Product C,51,397.2,20257.2
2023-11-16,East,Product D,82,290.99,23861.18
2023-11-16,South,Product A,72,391.3,28173.6
2023-11-16,Central,Product E,98,193.69,18981.62
2023-11-16,North,Product B,94,160.16,15055.04
2023-11-16,South,Product C,47,93.61,4399.67
2023-11-16,North,Product A,91,423.61,38548.51
2023-11-16,Central,Product D,37,263.2,9738.4
2023-11-17,South,Product C,24,273.66,6567.84
2023-11-17,North,Product A,24,191.02,4584.48
2023-11-17,Central,Product C,7,208.61,1460.27
2023-11-17,North,Product D,36,277.93,10005.48
2023-11-17,South,Product D,94,91.33,8585.02
2023-11-18,East,Product B,53,231.18,12252.54
2023-11-18,East,Product B,78,144.95,11306.1
2023-11-18,East,Product C,25,472.44,11811.0
2023-11-18,South,Product A,69,70.06,4834.14
2023-11-19,North,Product B,78,115.38,8999.64
2023-11-19,Central,Product B,58,323.12,18740.96
2023-11-19,Central,Product B,21,143.98,3023.58
2023-11-19,Central,Product E,3,463.48,1390.44
2023-11-19,East,Product D,44,89.84,3952.96
2023-11-19,North,Product E,18,376.29,6773.22
2023-11-19,North,Product C,2,184.3,368.6
2023-11-20,Central,Product C,74,226.83,16785.42
2023-11-20,North,Product B,25,261.63,6540.75
2023-11-20,South,Product C,26,497.43,12933.18
2023-11-21,South,Product B,40,320.49,12819.6
2023-11-21,Central,Product A,61,244.5,14914.5
2023-11-21,West,Product D,91,168.19,15305.29
2023-11-21,East,Product E,79,331.03,26151.37
2023-11-21,West,Product A,52,259.18,13477.36
2023-11-21,West,Product A,99,366.36,36269.64
2023-11-21,North,Product E,23,252.78,5813.94
2023-11-21,South,Product C,40,456.39,18255.6
2023-11-22,South,Product E,31,61.19,1896.89
2023-11-22,West,Product D,97,335.3,32524.1
2023-11-22,East,Product C,87,384.97,33492.39
2023-11-22,East,Product C,79,479.59,37887.61
2023-11-23,North,Product D,69,268.47,18524.43
2023-11-23,East,Product C,74,252.01,18648.74
2023-11-23,South,Product D,38,254.77,9681.26
2023-11-24,West,Product E,9,180.63,1625.67
2023-11-24,South,Product A,29,443.72,12867.88
2023-11-24,West,Product A,79,260.64,20590.56
2023-11-24,North,Product A,34,197.94,6729.96
2023-11-24,Central,Product D,4,212.06,848.24
2023-11-25,West,Product D,52,52.09,2708.68
2023-11-25,West,Product D,65,223.57,14532.05
2023-11-25,East,Product B,97,393.81,38199.57
2023-11-25,West,Product D,26,432.24,11238.24
2023-11-26,West,Product D,35,310.25,10858.75
2023-11-26,West,Product B,77,137.3,10572.1
2023-11-26,Central,Product D,86,223.27,19201.22
2023-11-26,Central,Product D,34,296.48,10080.32
2023-11-27,North,Product B,47,425.5,19998.5
2023-11-27,North,Product A,96,155.31,14909.76
2023-11-27,South,Product C,16,215.74,3451.84
2023-11-28,North,Product A,43,327.96,14102.28
2023-11-28,East,Product B,54,198.86,10738.44
2023-11-29,Central,Product A,43,478.59,20579.37
2023-11-29,North,Product D,99,315.17,31201.83
2023-11-29,East,Product D,23,396.13,9110.99
2023-11-29,Central,Product D,94,493.84,46420.96
2023-11-29,South,Product B,44,171.67,7553.48
2023-11-29,South,Product B,93,453.88,42210.84
2023-11-29,Central,Product A,99,158.06,15647.94
2023-11-30,South,Product E,31,431.79,13385.49
2023-11-30,West,Product C,71,203.54,14451.34
2023-11-30,South,Product D,93,484.47,45055.71
2023-11-30,East,Product C,9,227.57,2048.13
2023-11-30,East,Product E,52,441.55,22960.6
2023-11-30,South,Product B,77,135.97,10469.69
2023-11-30,West,Product D,69,246.67,17020.23
2023-12-01,South,Product A,22,409.07,8999.54
2023-12-01,South,Product C,42,373.21,15674.82
2023-12-01,South,Product C,98,382.45,37480.1
2023-12-01,East,Product E,30,87.71,2631.3
2023-12-01,East,Product B,32,251.66,8053.12
2023-12-01,West,Product E,52,390.86,20324.72
2023-12-01,North,Product A,58,58.34,3383.72
2023-12-01,Central,Product E,50,76.34,3817.0
2023-12-01,West,Product A,81,465.84,37733.04
2023-12-01,East,Product B,60,139.28,8356.8
2023-12-02,West,Product E,4,170.02,680.08
2023-12-02,Central,Product D,11,324.58,3570.38
2023-12-02,South,Product C,48,341.0,16368.0
2023-12-03,South,Product A,88,389.81,34303.28
2023-12-03,South,Product E,30,489.39,14681.7
2023-12-03,West,Product D,60,384.7,23082.0
2023-12-03,East,Product A,82,318.41,26109.62
2023-12-03,South,Product E,54,86.01,4644.54
2023-12-03,West,Product C,82,261.12,21411.84
2023-12-04,North,Product C,67,356.51,23886.17
2023-12-04,Central,Product B,44,132.97,5850.68
2023-12-04,South,Product E,36,306.81,11045.16
2023-12-04,South,Product C,99,390.44,38653.56
2023-12-04,South,Product C,7,306.11,2142.77
2023-12-04,South,Product C,42,406.24,17062.08
2023-12-05,North,Product B,92,279.68,25730.56
2023-12-05,Central,Product D,59,137.17,8093.03
2023-12-05,South,Product C,46,336.02,15456.92
2023-12-05,South,Product E,98,467.31,45796.38
2023-12-05,West,Product D,66,220.09,14525.94
2023-12-05,North,Product B,39,238.22,9290.58
2023-12-06,South,Product C,59,91.86,5419.74
2023-12-06,West,Product C,25,496.37,12409.25
2023-12-06,West,Product C,99,88.81,8792.19
2023-12-07,Central,Product E,18,390.07,7021.26
2023-12-08,North,Product E,9,364.4,3279.6
2023-12-08,North,Product A,51,67.19,3426.69
2023-12-09,Central,Product A,26,122.85,3194.1
2023-12-09,Central,Product A,38,175.32,6662.16
2023-12-10,North,Product A,93,119.01,11067.93
2023-12-10,West,Product E,6,241.88,1451.28
2023-12-10,Central,Product C,63,337.8,21281.4
2023-12-10,East,Product D,5,442.07,2210.35
2023-12-10,Central,Product B,29,249.7,7241.3
2023-12-10,East,Product E,67,126.75,8492.25
2023-12-10,South,Product E,59,117.28,6919.52
2023-12-10,West,Product D,39,480.3,18731.7
2023-12-11,South,Product D,55,415.41,22847.55
2023-12-11,South,Product C,90,115.12,10360.8
2023-12-11,West,Product A,43,251.55,10816.65
2023-12-11,Central,Product A,1,308.07,308.07
2023-12-11,South,Product C,45,116.66,5249.7
2023-12-11,North,Product E,83,447.91,37176.53
2023-12-11,Central,Product E,94,221.88,20856.72
2023-12-12,East,Product C,2,324.68,649.36
2023-12-12,West,Product E,95,369.59,35111.05
2023-12-12,East,Product A,42,368.21,15464.82
2023-12-13,South,Product C,44,273.12,12017.28
2023-12-13,North,Product D,83,355.13,29475.79
2023-12-14,Central,Product E,66,469.37,30978.42
2023-12-14,East,Product A,15,240.78,3611.7
2023-12-15,West,Product B,53,488.27,25878.31
2023-12-15,North,Product B,54,55.04,2972.16
2023-12-15,East,Product E,2,95.1,190.2
2023-12-15,North,Product B,85,179.57,15263.45
2023-12-15,North,Product A,15,254.32,3814.8
2023-12-15,East,Product C,10,206.04,2060.4
2023-12-15,West,Product D,54,414.04,22358.16
2023-12-15,North,Product E,19,117.44,2231.36
2023-12-15,North,Product C,30,127.1,3813.0
2023-12-15,North,Product C,27,299.87,8096.49
2023-12-16,South,Product A,17,263.26,4475.42
2023-12-16,West,Product E,38,487.8,18536.4
2023-12-16,Central,Product B,98,313.47,30720.06
2023-12-16,South,Product B,6,360.82,2164.92
2023-12-17,South,Product D,96,222.78,21386.88
2023-12-17,South,Product D,9,189.77,1707.93
